,titre,link,speech_type,prenom,nom,date,theme,fonct,unique_id
6567,"Déclaration de Mme Ségolène Royal, ministre de l'environnement, de l'énergie et de la mer, chargée des relations internationales sur le climat, en réponse à une question sur les engagements pris à l'issue de la conférence sur le climat COP22 de Marrakech, à l'Assemblée nationale le 22 novembre 2016.",https://www.vie-publique.fr/discours/201299-declaration-de-mme-segolene-royal-ministre-de-lenvironnement-de-lene,Déclaration,Ségolène,Royal,2016-11-22T12:00:00Z,SOCIÉTÉ,,201299
6568,"Déclaration de Mme Ségolène Neuville, secrétaire d'Etat aux personnes handicapées et à la lutte contre l'exclusion, sur la simplification des procédures mises en oeuvre par l'Agence nationale de sécurité du médicament sur les produits de santé, Paris le 22 novembre 2016.",https://www.vie-publique.fr/discours/201373-declaration-de-mme-segolene-neuville-secretaire-detat-aux-personnes-ha,Déclaration,Segolène,Neuville,2016-11-22T12:00:00Z,SOCIÉTÉ,,201373
6569,"Déclaration de M. Michel Sapin, ministre de l'économie et des finances, sur l'approfondissement des relations économiques entre la France et le Brésil, Paris le 22 novembre 2016.",https://www.vie-publique.fr/discours/201272-declaration-de-m-michel-sapin-ministre-de-leconomie-et-des-finances,Déclaration,Michel,Sapin,2016-11-22T12:00:00Z,INTERNATIONAL,,201272
6570,"Interview de Mme Laurence Rossignol, ministre des familles, de l'enfance et des droits des femmes à RTL le 22 novembre 2016, sur les propositions de François Fillon sur la politique de la famille et les droits des femmes.",https://www.vie-publique.fr/discours/201353-interview-de-mme-laurence-rossignol-ministre-des-familles-de-lenfance,Interview,Laurence,Rossignol,2016-11-22T12:00:00Z,SOCIÉTÉ,,201353
6571,"Déclaration de M. Bernard Cazeneuve, ministre de l'intérieur, en réponse à une question sur l'enquête et l'action de la DGSI visant à déjouer un nouvel attentat et les suites à donner à la lutte contre le terrorisme, à l'Assemblée nationale le 22 novembre 2016.",https://www.vie-publique.fr/discours/201300-declaration-de-m-bernard-cazeneuve-ministre-de-linterieur-en-reponse,Déclaration,Bernard,Cazeneuve,2016-11-22T12:00:00Z,SOCIÉTÉ,,201300
6572,"Déclaration de Mme Erika Bareigts, ministre des outre-mer, sur la défense des intérêts commerciaux et agricoles des régions ultrapériphériques (RUP) au sein de l'Union européenne, au Sénat le 22 novembre 2016.",https://www.vie-publique.fr/discours/201278-declaration-de-mme-erika-bareigts-ministre-des-outre-mer-sur-la-defens,Déclaration,Ericka,Bareigts,2016-11-22T12:00:00Z,INSTITUTIONS,,201278
6573,"Déclaration de Mme Najat Vallaud-Belkacem, ministre de l'éducation nationale, de l'enseignement supérieur et de la recherche, sur les relations école entreprise, Paris le 22 novembre 2016.",https://www.vie-publique.fr/discours/201306-declaration-de-mme-najat-vallaud-belkacem-ministre-de-leducation-natio,Déclaration,Najat,Vallaud-Belkacem,2016-11-22T12:00:00Z,SOCIÉTÉ,,201306
6574,"Déclaration de Mme Erika Bareigts, ministre des outre-mer, à propos des travaux de la Commission d'information et de recherche historique présidée par M. Benjamin Stora sur les événements de décembre 1959 en Martinique, de juin 1962 en Guadeloupe et Guyane et de mai 1967 en Guadeloupe, à Paris le 21 novembre 2016.",https://www.vie-publique.fr/discours/201261-declaration-de-mme-erika-bareigts-ministre-des-outre-mer-propos-des,Déclaration,Ericka,Bareigts,2016-11-21T12:00:00Z,INSTITUTIONS,,201261
6575,"Déclaration de Mme Myriam El Khomri, ministre du travail, de l'emploi, de la formation professionnelle et du dialogue social, sur la poursuite du Plan de formation professionnelle et l'information sur le droit du travail, Paris le 21 novembre 2016.",https://www.vie-publique.fr/discours/201634-declaration-de-mme-myriam-el-khomri-ministre-du-travail-de-lemploi-d,Déclaration,Myriam,El Khomri,2016-11-21T12:00:00Z,SOCIÉTÉ,,201634
6576,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur la crise des réfugiés et sur les relations internationales, à Rotterdam le 21 novembre 2016.",https://www.vie-publique.fr/discours/201250-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-21T12:00:00Z,INTERNATIONAL,,201250
6577,"Déclaration de M. Bernard Cazeneuve, ministre de l'intérieur, sur l'enquête et l'action de la DGSI visant à déjouer un nouvel attentat et l'ampleur inédite de la menace terroriste en France, à Paris le 21 novembre 2016.",https://www.vie-publique.fr/discours/201203-declaration-de-m-bernard-cazeneuve-ministre-de-linterieur-sur-lenqu,Déclaration,Bernard,Cazeneuve,2016-11-21T12:00:00Z,SOCIÉTÉ,,201203
6578,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur la construction européenne, la situation en Syrie et sur les relations avec les Etats-Unis, à La Haye le 21 novembre 2016.",https://www.vie-publique.fr/discours/201249-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-21T12:00:00Z,INTERNATIONAL,,201249
6579,"Déclaration de M. François Hollande, Président de la République, sur un attentat déjoué sur le territoire national, à Paris le 21 novembre 2016.",https://www.vie-publique.fr/discours/201247-declaration-de-m-francois-hollande-president-de-la-republique-sur-un,Déclaration,François,Hollande,2016-11-21T12:00:00Z,SOCIÉTÉ,,201247
6580,"Déclaration de Mme Marisol Touraine, ministre des affaires sociales, de la santé, sur l'innovation en santé et l'attractivité dans le secteur des pharmacies, Paris le 21 novembre 2016.",https://www.vie-publique.fr/discours/201318-declaration-de-mme-marisol-touraine-ministre-des-affaires-sociales-de,Déclaration,Marisol,Touraine,2016-11-21T12:00:00Z,SOCIÉTÉ,,201318
6581,"Déclaration de M. Jean-Marc Todeschini, secrétaire d'Etat aux anciens combattants et à la mémoire, sur les relations entre la France et l'Australie, à Sydney le 20 novembre 2016.",https://www.vie-publique.fr/discours/201341-declaration-de-m-jean-marc-todeschini-secretaire-detat-aux-anciens-co,Déclaration,Jean-Marc,Todeschini,2016-11-20T12:00:00Z,INTERNATIONAL,,201341
6582,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur la France et les pays arabes, à Doha le 20 novembre 2016.",https://www.vie-publique.fr/discours/201246-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-20T12:00:00Z,INTERNATIONAL,,201246
6583,"Déclaration de M. François Hollande, Président de la République, sur les défis et priorités de la politique gouvernementale, à Ayguesvives le 19 novembre 2016.",https://www.vie-publique.fr/discours/201245-declaration-de-m-francois-hollande-president-de-la-republique-sur-les,Déclaration,François,Hollande,2016-11-19T12:00:00Z,INSTITUTIONS,,201245
6584,"Déclaration de M. François Hollande, Président de la République, sur les droits de l'enfant et sur la fonction de président de la République, à Paris le 19 novembre 2016.",https://www.vie-publique.fr/discours/201296-declaration-de-m-francois-hollande-president-de-la-republique-sur-les,Déclaration,François,Hollande,2016-11-19T12:00:00Z,SOCIÉTÉ,,201296
6585,"Déclaration de M. François Hollande, Président de la République, sur les droits de l'enfant, à Paris le 19 novembre 2016.",https://www.vie-publique.fr/discours/201295-declaration-de-m-francois-hollande-president-de-la-republique-sur-les,Déclaration,François,Hollande,2016-11-19T12:00:00Z,SOCIÉTÉ,,201295
6586,"Déclaration de Mme Estelle Grellier, secrétaire d'Etat aux collectivités locales, sur la répartition des compétences des collectivités locales résultant de la réforme territoriale, à Gorron le 19 novembre 2016.",https://www.vie-publique.fr/discours/201280-declaration-de-mme-estelle-grellier-secretaire-detat-aux-collectivites,Déclaration,Estelle,Grelier,2016-11-19T12:00:00Z,INSTITUTIONS,,201280
6587,"Déclaration de M. Patrick Kanner, ministre de la ville, de la jeunesse et des sports, sur la politique urbaine et la rénovation des quartiers, Denain le 19 novembre 2016.",https://www.vie-publique.fr/discours/201323-declaration-de-m-patrick-kanner-ministre-de-la-ville-de-la-jeunesse-e,Déclaration,Patrick,Kanner,2016-11-19T12:00:00Z,SOCIÉTÉ,,201323
6588,"Déclaration de Mme Najat Vallaud-Belkacem, ministre de l'éducation nationale, de l'enseignement supérieur et de la recherche, sur les acteurs et les partenaires de la Refondation de l'Ecole et la politique de l'enseignement, Paris le 18 novembre 2016.",https://www.vie-publique.fr/discours/201175-declaration-de-mme-najat-vallaud-belkacem-ministre-de-leducation-natio,Déclaration,Najat,Vallaud-Belkacem,2016-11-18T12:00:00Z,SOCIÉTÉ,,201175
6589,"Interview de M. Michel Sapin, ministre de l'économie et des finances, à ""Europe 1"" le 18 novembre 2016, sur les résultats de la lutte contre la fraude et l'évasion fiscales, sur les débats dans le cadre des primaires à droite.",https://www.vie-publique.fr/discours/201271-interview-de-m-michel-sapin-ministre-de-leconomie-et-des-finances,Interview,Michel,Sapin,2016-11-18T12:00:00Z,ECONOMIE,,201271
6590,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur le rôle du secrétaire général des Nations unies, M. Ban Ki-moon, au service de la paix, de la défense de l'environnement et des droits de l'homme, à Paris le 18 novembre 2016.",https://www.vie-publique.fr/discours/201242-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-18T12:00:00Z,SOCIÉTÉ,,201242
6591,"Déclaration de M. Jean-Marc Todeschini, secrétaire d'Etat aux anciens combattants et à la mémoire, en hommage aux anciens combattants néo-zélandais venus combattre en France pendant la Première Guerre mondiale, à Wellington le 18 novembre 2016.",https://www.vie-publique.fr/discours/201294-declaration-de-m-jean-marc-todeschini-secretaire-detat-aux-anciens-co,Déclaration,Jean-Marc,Todeschini,2016-11-18T12:00:00Z,INTERNATIONAL,,201294
6592,"Déclaration de M. Michel Sapin, ministre de l'économie et des finances, sur la nécessité de poursuivre la construction européenne, Paris le 18 novembre 2016.",https://www.vie-publique.fr/discours/201345-declaration-de-m-michel-sapin-ministre-de-leconomie-et-des-finances,Déclaration,Michel,Sapin,2016-11-18T12:00:00Z,SOCIÉTÉ,,201345
6593,"Déclaration de M. Michel Sapin, ministre de l'économie et des finances, sur les mesures gouvernementales prises au cours du quinquennat pour la compétitivité des entreprises, l'appui à l'innovation et l'amélioration du dialogue social, Paris le 18 novembre 2016.",https://www.vie-publique.fr/discours/201344-declaration-de-m-michel-sapin-ministre-de-leconomie-et-des-finances,Déclaration,Michel,Sapin,2016-11-18T12:00:00Z,ECONOMIE,,201344
6594,"Déclaration de Mme Clotilde Valter, secrétaire dEtat à la formation professionnelle et à l'apprentissage, sur la formation professionnelle et le développement des compétences et la compétitivité, Paris le 18 novembre 2016.",https://www.vie-publique.fr/discours/201316-declaration-de-mme-clotilde-valter-secretaire-detat-la-formation-pro,Déclaration,Clotilde,Valter,2016-11-18T12:00:00Z,SOCIÉTÉ,,201316
6595,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, en réponse à une question sur les relations entre la France et le Gabon, au Sénat le 17 novembre 2016.",https://www.vie-publique.fr/discours/201217-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-17T12:00:00Z,INTERNATIONAL,,201217
6596,"Interview de M. Jean-Marie Le Guen, secrétaire d'Etat aux relations avec le Parlement, à RTL le 17 novembre 2016, sur la pré-campagne pour l'élection présidentielle et la déclaration de candidature de M. Emmanuel Macron.",https://www.vie-publique.fr/discours/201202-interview-de-m-jean-marie-le-guen-secretaire-detat-aux-relations,Interview,Jean-Marie,Le Guen,2016-11-17T12:00:00Z,INSTITUTIONS,,201202
6597,"Déclaration à la presse de M. André Vallini, secrétaire d'Etat au développement et à la francophonie, sur l'aide française et européenne en faveur de la République centrafricaine, à Bruxelles le 17 novembre 2016.",https://www.vie-publique.fr/discours/201228-declaration-la-presse-de-m-andre-vallini-secretaire-detat-au-develo,Déclaration,André,Vallini,2016-11-17T12:00:00Z,INTERNATIONAL,,201228
6598,"Déclaration de M. François Hollande, Président de la République, sur la fonction publique, à Lyon le 17 novembre 2016.",https://www.vie-publique.fr/discours/201229-declaration-de-m-francois-hollande-president-de-la-republique-sur-la,Déclaration,François,Hollande,2016-11-17T12:00:00Z,INSTITUTIONS,,201229
6599,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur la bourse Denis Pietton, une récompense attribuée pour son engagement à un jeune acteur de la société civile du monde arabe, à Paris le 17 novembre 2016.",https://www.vie-publique.fr/discours/201236-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-17T12:00:00Z,INTERNATIONAL,,201236
6600,"Déclaration de M. Manuel Valls, Premier ministre, sur la ""colère des peuples qui gronde"", la mondialisation et la nécessité d'une ""refondation"" avec l'Allemagne de l'Union européenne, à Berlin le 17 novembre 2016.",https://www.vie-publique.fr/discours/201262-declaration-de-m-manuel-valls-premier-ministre-sur-la-colere-des-peu,Déclaration,Manuel,Valls,2016-11-17T12:00:00Z,INTERNATIONAL,,201262
6601,"Interview de M. Christian Eckert, secrétaire d'Etat au budget et aux comptes publics, à ""Radio Classique"" le 17 novembre 2016, sur la mise en oeuvre du prélèvement à la source de l'impôt sur le revenu.",https://www.vie-publique.fr/discours/201343-interview-de-m-christian-eckert-secretaire-detat-au-budget-et-aux-com,Interview,Christian,Eckert,2016-11-17T12:00:00Z,ECONOMIE,,201343
6602,"Déclaration de M. Jean-Marc Todeschini, secrétaire d'Etat aux anciens combattants et à la mémoire, sur les relations entre la France et la Nouvelle-Zélande, à Auckland le 17 novembre 2016.",https://www.vie-publique.fr/discours/201340-declaration-de-m-jean-marc-todeschini-secretaire-detat-aux-anciens-co,Déclaration,Jean-Marc,Todeschini,2016-11-17T12:00:00Z,INTERNATIONAL,,201340
6603,"Entretien de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, dans ""Les Echos"" du 17 novembre 2016, sur les efforts en faveur du tourisme en France.",https://www.vie-publique.fr/discours/201213-entretien-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et-d,Entretien,Jean-Marc,Ayrault,2016-11-17T12:00:00Z,ECONOMIE,,201213
6604,"Conférence de presse de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur les efforts en faveur du tourisme en France, à Paris le 17 novembre 2016.",https://www.vie-publique.fr/discours/201212-conference-de-presse-de-m-jean-marc-ayrault-ministre-des-affaires-etra,Conférence,Jean-Marc,Ayrault,2016-11-17T12:00:00Z,ECONOMIE,,201212
6605,"Déclaration de Mme Marisol Touraine, ministre des affaires sociales, de la santé, sur la résistance aux antibiotiques et la lutte contre l'antibiorésistance, Paris le 17 novembre 2016.",https://www.vie-publique.fr/discours/201317-declaration-de-mme-marisol-touraine-ministre-des-affaires-sociales-de,Déclaration,Marisol,Touraine,2016-11-17T12:00:00Z,SOCIÉTÉ,,201317
6606,"Déclaration de Mme Najat Vallaud-Belkacem, ministre de l'éducation nationale, de l'enseignement supérieur et de la recherche, sur la remise du prix Goncourt des lycéens, Paris le 17 novembre 2016.",https://www.vie-publique.fr/discours/201174-declaration-de-mme-najat-vallaud-belkacem-ministre-de-leducation-natio,Déclaration,Najat,Vallaud-Belkacem,2016-11-17T12:00:00Z,SOCIÉTÉ,,201174
6607,"Déclaration de M. Alain Vidalies, secrétaire d'Etat aux transports, à la mer et à la pêche, sur les grandes lignes du dispositif national de lutte contre la concurrence déloyale dans les transports routiers, à Montrouge le 17 novembre 2016.",https://www.vie-publique.fr/discours/201277-declaration-de-m-alain-vidalies-secretaire-detat-aux-transports-la,Déclaration,Alain,Vidalies,2016-11-17T12:00:00Z,ECONOMIE,,201277
6608,"Déclaration de M. Harlem Désir, secrétaire d'Etat aux affaires européennes, en réponse à une question sur les relations euro-américaines après l'élection de Donald Trump à la présidence des Etats-Unis, à l'Assemblée nationale le 17 novembre 2016.",https://www.vie-publique.fr/discours/201211-declaration-de-m-harlem-desir-secretaire-detat-aux-affaires-europeenn,Déclaration,Harlem,Désir,2016-11-17T12:00:00Z,INTERNATIONAL,,201211
6609,"Déclaration de Mme Ségolène Neuville, secrétaire d'Etat aux personnes handicapées et à la lutte contre l'exclusion, sur le suivi de l'accord cadre franco-wallon portant sur l'accueil des personnes handicapées, Paris le 16 novembre 2016.",https://www.vie-publique.fr/discours/201374-declaration-de-mme-segolene-neuville-secretaire-detat-aux-personnes-ha,Déclaration,Segolène,Neuville,2016-11-16T12:00:00Z,SOCIÉTÉ,,201374
6610,"Déclaration de M. Jean-Yves Le Drian, ministre des affaires étrangères et du développement international, en réponse à une question sur la lutte contre le groupe terroriste Daech en Irak et en Syrie, à l'Assemblée nationale le 16 novembre 2016.",https://www.vie-publique.fr/discours/201210-declaration-de-m-jean-yves-le-drian-ministre-des-affaires-etrangeres-e,Déclaration,Jean-Yves,Le Drian,2016-11-16T12:00:00Z,SOCIÉTÉ,,201210
6611,"Déclaration de Mme Erika Bareigts, ministre des outre-mer, sur les grandes orientations du projet de budget pour 2017 des outre-mer, à l'Assemblée nationale le 16 novembre 2016.",https://www.vie-publique.fr/discours/201260-declaration-de-mme-erika-bareigts-ministre-des-outre-mer-sur-les-grand,Déclaration,Ericka,Bareigts,2016-11-16T12:00:00Z,"ECONOMIE
INSTITUTIONS",,201260
6612,"Déclaration de Mme Juliette Méadel, secrétaire d'Etat à l'aide aux victimes, sur l'action en faveur de l'accès à linformation et aux droits des victimes, à Lyon le 16 novembre 2016.",https://www.vie-publique.fr/discours/201727-declaration-de-mme-juliette-meadel-secretaire-detat-laide-aux-victi,Déclaration,Juliette,Meadel,2016-11-16T12:00:00Z,SOCIÉTÉ,,201727
6613,"Déclaration de M. Jean-Yves Le Drian, ministre de la défense, sur la politique de défense, à l'Assemblée nationale le 16 novembre 2016.",https://www.vie-publique.fr/discours/201384-declaration-de-m-jean-yves-le-drian-ministre-de-la-defense-sur-la-pol,Déclaration,Jean-Yves,Le Drian,2016-11-16T12:00:00Z,INTERNATIONAL,,201384
6614,"Déclaration de Mme Myriam El Khomri, ministre du travail, de l'emploi, de la formation professionnelle et du dialogue social, sur la lutte contre les discriminations dans l'entreprise, Paris le 16 novembre 2016.",https://www.vie-publique.fr/discours/201611-declaration-de-mme-myriam-el-khomri-ministre-du-travail-de-lemploi-d,Déclaration,Myriam,El Khomri,2016-11-16T12:00:00Z,INSTITUTIONS,,201611
6615,"Interview de M. Matthias Fekl, secrétaire d'Etat au commerce extérieur, à la promotion du tourisme et aux Français de l'étranger, avec RMC le 16 novembre 2016, sur la candidature d'Emmanuel Macron à la présidentielle de 2017 et sur les relations commerciales entre la Chine et l'Union européenne.",https://www.vie-publique.fr/discours/201199-interview-de-m-matthias-fekl-secretaire-detat-au-commerce-exterieur,Interview,Matthias,Fekl,2016-11-16T12:00:00Z,INSTITUTIONS,,201199
6616,"Déclaration de M. Manuel Valls, Premier ministre, sur les grandes lignes du projet de ""Nation éducative"", à Cergy-Pontoise le 16 novembre 2016.",https://www.vie-publique.fr/discours/201239-declaration-de-m-manuel-valls-premier-ministre-sur-les-grandes-lignes,Déclaration,Manuel,Valls,2016-11-16T12:00:00Z,SOCIÉTÉ,,201239
6617,"Conférence de presse de M. François Hollande, Président de la République, sur la lutte contre le dérèglement climatique, à Marrakech le 16 novembre 2016.",https://www.vie-publique.fr/discours/201190-conference-de-presse-de-m-francois-hollande-president-de-la-republique,Conférence,François,Hollande,2016-11-16T12:00:00Z,SOCIÉTÉ,,201190
6618,"Déclaration de M. François Hollande, Président de la République, sur l'aide en faveur du développement de l'Afrique, à Marrakech le 16 novembre 2016.",https://www.vie-publique.fr/discours/201191-declaration-de-m-francois-hollande-president-de-la-republique-sur-la,Déclaration,François,Hollande,2016-11-16T12:00:00Z,INTERNATIONAL,,201191
6619,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur les relations de la France avec les pays baltes et sur la politique étrangère de l'Union européenne, à Paris le 16 novembre 2016.",https://www.vie-publique.fr/discours/201197-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-16T12:00:00Z,INTERNATIONAL,,201197
6620,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur les relations entre la France et les États baltes, à Paris le 16 novembre 2016.",https://www.vie-publique.fr/discours/201195-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-16T12:00:00Z,INTERNATIONAL,,201195
6621,"Interview de Mme Audrey Azoulay, ministre de la culture et de la communication à France-Inter le 15 novembre 2016, sur le conflit du travail à I-Télé et le climat politique.",https://www.vie-publique.fr/discours/201305-interview-de-mme-audrey-azoulay-ministre-de-la-culture-et-de-la-communi,Interview,Audrey,Azoulay,2016-11-15T12:00:00Z,SOCIÉTÉ,,201305
6622,"Déclaration de M. Bernard Cazeneuve, ministre de l'intérieur, sur la création d'un traitement de données à caractère personnel relatif aux passeports et aux cartes nationales d'identité dénommé ""titres électroniques sécurisés"" (fichier TES), à l'Assemblée nationale le 15 novembre 2016.",https://www.vie-publique.fr/discours/201200-declaration-de-m-bernard-cazeneuve-ministre-de-linterieur-sur-la-cre,Déclaration,Bernard,Cazeneuve,2016-11-15T12:00:00Z,SOCIÉTÉ,,201200
6623,"Déclaration de Jean-Yves Le Drian, ministre de la défense, sur les ingénieurs de l'armement, à Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201235-declaration-de-jean-yves-le-drian-ministre-de-la-defense-sur-les-ingen,Déclaration,Jean-Yves,Le Drian,2016-11-15T12:00:00Z,ECONOMIE,,201235
6624,"Déclaration de Mme Ségolène Neuville, secrétaire d'Etat aux personnes handicapées et à la lutte contre l'exclusion, sur l'accord de sécurité sociale entre la France et le Canada, Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201366-declaration-de-mme-segolene-neuville-secretaire-detat-aux-personnes-ha,Déclaration,Segolène,Neuville,2016-11-15T12:00:00Z,SOCIÉTÉ,,201366
6625,"Interview de Mme Ségolène Neuville, secrétaire d'Etat aux personnes handicapées et à la lutte contre l'exclusion à RTL le 15 novembre 2016, sur le chômage des travailleurs handicapés.",https://www.vie-publique.fr/discours/201365-interview-de-mme-segolene-neuville-secretaire-detat-aux-personnes-hand,Interview,Segolène,Neuville,2016-11-15T12:00:00Z,ECONOMIE,,201365
6626,"Déclaration de M. Matthias Fekl, sexcrétaire d'Etat au commerce extérieur, à la promotion du tourisme et aux Français de l'étranger, en réponse à une question sur la sécurité des élèves scolarisés dans les établissements français à l'étranger, au Sénat le 15 novembre 2016.",https://www.vie-publique.fr/discours/201180-declaration-de-m-matthias-fekl-sexcretaire-detat-au-commerce-exterieu,Déclaration,Matthias,Fekl,2016-11-15T12:00:00Z,SOCIÉTÉ,,201180
6627,"Déclaration de M. Thierry Mandon, secrétaire d'Etat à l'enseignement supérieur et à la recherche, sur le rôle de l'Agence spatiale européenne et du CNES, Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201312-declaration-de-m-thierry-mandon-secretaire-detat-lenseignement-sup,Déclaration,Thierry,Mandon,2016-11-15T12:00:00Z,SOCIÉTÉ,,201312
6628,"Déclaration de Mme Pascale Boistard, secrétaire d'Etat aux personnes âgées et à l'autonomie, sur la commémoration du 11 novembre 1918, Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201311-declaration-de-mme-pascale-boistard-secretaire-detat-aux-personnes-age,Déclaration,Pascale,Boistard,2016-11-15T12:00:00Z,SOCIÉTÉ,,201311
6629,"Interview de M. François Hollande, Président de la République, avec France 24, TV5 Monde et RFI le 15 novembre 2016, sur l'élection de Donald Trump à la présidence des Etats-Unis, la question climatique, les relations avec la Russie, la situation en Syrie, la lutte contre le terrorisme, le nucléaire iranien et sur la politique en France.",https://www.vie-publique.fr/discours/201567-interview-de-m-francois-hollande-president-de-la-republique-avec-fran,Interview,François,Hollande,2016-11-15T12:00:00Z,INTERNATIONAL,,201567
6630,"Déclaration de M. Christian Eckert, secrétaire d'Etat au budget et aux comptes publics, sur le bilan des saisies des contrefaçons par les douanes, Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201151-declaration-de-m-christian-eckert-secretaire-detat-au-budget-et-aux-c,Déclaration,Christian,Eckert,2016-11-15T12:00:00Z,INTERNATIONAL,,201151
6631,"Déclaration de M. Manuel Valls, Premier ministre, en réponse à une question sur la commémoration des attentats du Bataclan et de Saint-Denis du 13 novembre 2015 et la lutte contre le terrorisme, à l'Assemblée nationale le 15 novembre 2016.",https://www.vie-publique.fr/discours/201255-declaration-de-m-manuel-valls-premier-ministre-en-reponse-une-quest,Déclaration,Manuel,Valls,2016-11-15T12:00:00Z,SOCIÉTÉ,,201255
6632,"Déclaration de M. François Hollande, Président de la République, sur l'accord de Paris sur le climat, à Marrakech le 15 novembre 2016.",https://www.vie-publique.fr/discours/201185-declaration-de-m-francois-hollande-president-de-la-republique-sur-la,Déclaration,François,Hollande,2016-11-15T12:00:00Z,SOCIÉTÉ,,201185
6633,"Déclaration de Mme Laurence Rossignol, ministre des familles, de l'enfance et des droits des femmes, sur l'accueil individuel ou collectif des jeunes enfants et les modes de garde, Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201352-declaration-de-mme-laurence-rossignol-ministre-des-familles-de-lenfan,Déclaration,Laurence,Rossignol,2016-11-15T12:00:00Z,SOCIÉTÉ,,201352
6634,"Déclaration de Mme Barbara Pompili, secrétaire d'Etat aux relations internationales chargée de la biodiversité, sur la préparation des textes d'application de la loi Biodiversité concernant la réforme du classement des parcs naturels, à Paris le 15 novembre 2016.",https://www.vie-publique.fr/discours/201244-declaration-de-mme-barbara-pompili-secretaire-detat-aux-relations-inte,Déclaration,Barbara,Pompili,2016-11-15T12:00:00Z,SOCIÉTÉ,,201244
6635,"Interview de Mme Emmanuelle Cosse, ministre du logement et de l'habitat durable, à France Info le 14 novembre 2016, sur l'élection de Donald Trump à la présidence des Etats-Unis, le projet de l'aéroport de Notre-Dame-des-Landes, les primaires de gauche et l'encadrement des loyers.",https://www.vie-publique.fr/discours/201206-interview-de-mme-emmanuelle-cosse-ministre-du-logement-et-de-lhabitat,Interview,Emmanuelle,Cosse,2016-11-14T12:00:00Z,INSTITUTIONS,,201206
6636,"Déclaration à la presse de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, sur l'Europe de la défense, les relations euro-américaines après l'élection de Donald Trump et sur l'Union européenne face au conflit syrien, à Bruxelles le 14 novembre 2016.",https://www.vie-publique.fr/discours/201128-declaration-la-presse-de-m-jean-marc-ayrault-ministre-des-affaires-e,Déclaration,Jean-Marc,Ayrault,2016-11-14T12:00:00Z,INTERNATIONAL,,201128
6637,"Déclaration de M. Jean-Marc Ayrault, ministre des affaires étrangères et du développement international, en réponse à une question sur la situation politique en Turquie, au Sénat le 17 novembre 2016.",https://www.vie-publique.fr/discours/201219-declaration-de-m-jean-marc-ayrault-ministre-des-affaires-etrangeres-et,Déclaration,Jean-Marc,Ayrault,2016-11-14T12:00:00Z,INTERNATIONAL,,201219
6638,"Déclaration de Mme Ségolène Neuville, secrétaire d'Etat aux personnes handicapées et à la lutte contre l'exclusion, sur l'emploi des handicapés, notamment les initiatives sur l'accessibilité et la citoyenneté, Paris le 14 novembre 2016.",https://www.vie-publique.fr/discours/201371-declaration-de-mme-segolene-neuville-secretaire-detat-aux-personnes-ha,Déclaration,Segolène,Neuville,2016-11-14T12:00:00Z,SOCIÉTÉ,,201371
